has_profile_pic,has_header_pic,bio_length,account_age_days,follower_count,following_count,tweet_count,retweet_ratio,likes_count,lists_count,is_verified,is_default_profile,has_url,avg_tweets_per_day,Label
1,1,27,348,27,1271,21,0.936025100546331,2,1,0,0,0,0.9457942656218097,1
0,0,47,119,61,869,9,0.9396142574963724,11,0,0,1,0,1.164845316414493,1
1,1,104,1585,7330,11117,3945,0.34724118622467876,3242,12,0,0,0,4.270115055435017,0
1,0,25,1289,7681,884,5791,0.466377201581621,3246,16,0,0,1,13.916595119563635,0
0,0,0,146,63,1764,23,0.8564131064421223,0,1,0,0,0,0.24339061345334456,1
1,1,132,1981,4326,1345,8345,0.12090746702463862,2446,0,0,0,1,6.31978789238133,0
1,0,8,197,29,703,3,0.880973626805209,8,1,0,1,0,1.0303340567731776,1
1,1,26,585,8616,6296,4689,0.2914334929731094,329,14,0,0,1,16.436555745256697,0
1,1,61,1095,7780,156,2343,0.423186275704303,1336,15,0,0,1,7.596038426658984,0
1,1,13,22,89,3691,17,0.9614610418457128,14,0,0,1,0,1.1887917184570906,1
1,1,65,2178,182,291,9835,0.38913568156008493,2788,13,0,0,1,9.942156217279011,0
1,0,0,343,15,3766,47,0.7605525506091274,13,0,0,0,1,1.5556224889169015,1
1,0,0,277,32,3885,21,0.7021198915659151,16,0,0,1,0,0.5842892970704363,1
0,1,34,2719,7933,4155,7889,0.4305076599450325,3823,18,1,0,1,15.449141970902481,0
1,1,149,3017,6523,12949,4418,0.16740823685750375,1306,14,0,0,1,18.319027058819263,0
1,1,100,1174,441,303,8147,0.32457535117324976,3788,15,0,1,1,11.201207255628727,0
1,1,29,303,68,4094,41,0.9475321994267979,2,0,0,0,1,0.6903842897625512,1
0,1,17,59,38,682,40,0.7089004669194219,10,1,0,1,0,0.549463051039039,1
1,1,49,36,81,2643,23,0.9601349821629166,4,1,0,1,1,1.5090857481693647,1
1,1,105,3076,3116,2437,1391,0.4053140760812637,1450,12,0,0,0,15.221333903087414,0
1,1,87,2704,5541,11031,7733,0.24162582494203766,1607,1,0,0,1,5.688976686477518,0
1,0,0,179,0,2051,43,0.8320213225199495,7,1,0,1,1,1.8695910349855667,1
1,1,22,296,88,3613,18,0.9055523539833341,18,1,0,1,0,0.6360792233890398,1
1,1,43,217,95,3488,35,0.8843457332534894,5,0,0,0,1,0.1633345517201925,1
1,0,19,301,97,630,36,0.85907953979047,11,0,0,1,0,1.581446329677927,1
0,1,37,166,98,2528,15,0.8087679389677284,14,0,0,1,0,0.16937668375061365,1
1,1,51,407,4026,2016,9666,0.44847481854012716,4704,13,0,0,1,3.231258907499261,0
1,1,108,2508,1391,993,2903,0.38857966284382883,2076,9,0,0,1,11.461822699637908,0
0,1,0,364,56,4566,29,0.9257193646911364,17,1,0,1,0,1.4629929280862781,1
1,1,137,3441,875,543,7619,0.11654975298690395,4785,17,0,0,1,2.836582794830711,0
0,0,25,135,99,4902,8,0.8640889754114164,7,0,0,1,0,0.41418983635314244,1
1,0,0,225,0,3974,1,0.8592803749951409,5,1,0,1,0,0.7393089121228089,1
1,0,49,278,1,4626,10,0.8690225093451562,4,1,0,1,0,0.28815757202639913,1
1,1,151,2255,6614,4577,2285,0.10195378640810078,2367,5,0,0,1,13.357469051937457,0
1,0,0,215,68,3624,31,0.9511711654665453,6,1,0,0,0,0.3267335167968404,1
1,1,1,100,58,3055,1,0.9598286900835075,0,0,0,0,0,1.8894725175661593,1
1,0,0,19,22,2960,29,0.9619968747582424,14,0,0,1,0,0.9231149488395798,1
1,1,121,3051,4339,2472,6934,0.3693565916119341,933,6,0,0,1,2.143275904024928,0
1,1,83,1240,1002,428,6096,0.4385105818678502,1087,18,0,0,1,4.888287781361887,0
1,1,159,419,4289,1546,9732,0.21656605547041946,4225,15,0,0,1,0.7489258170989985,0
1,1,138,2007,9634,3198,8197,0.44409912439098587,111,5,0,1,1,5.935738089638269,0
1,0,0,176,16,1792,1,0.7376930477236942,6,1,0,0,0,0.8222886729599741,1
1,1,35,1406,4433,235,2125,0.13103823279045962,2940,5,0,0,1,12.660705972296652,0
1,0,124,2907,6956,8038,4241,0.40982883326974595,1886,12,0,0,1,10.262080880511654,0
1,1,136,3431,1571,2779,5366,0.3133579566027218,1471,6,0,0,0,18.16678843765944,0
1,1,25,288,27,777,40,0.7614943628580448,11,0,0,0,0,1.5626437114946101,1
1,1,141,2525,9900,19545,6561,0.2996679333050647,3239,2,0,0,1,13.976564466050098,0
1,0,141,723,8703,7869,6589,0.4249824709675617,3584,19,0,0,1,2.2355619706622534,0
1,1,38,2788,8495,11867,8171,0.2258350533656266,2958,8,0,0,0,4.195621343128847,0
1,1,63,497,805,154,4160,0.3753323049330708,3662,18,0,1,1,3.6519350287995405,0
1,0,30,154,4,726,27,0.9574531159471491,19,1,0,1,1,0.6287002263674968,1
1,1,38,570,310,139,5919,0.2986199254407325,3228,7,0,0,0,17.180459161033614,0
1,1,158,1427,6305,4519,8060,0.23525599539352338,1487,12,0,0,0,10.643567246781677,0
1,1,45,329,16,4878,46,0.8602419088407092,3,0,0,1,1,0.575022398767518,1
1,1,112,3012,9604,9724,6847,0.29688647331498674,4380,5,0,0,1,12.376064421784859,0
1,1,101,1776,1587,239,640,0.27205709283873053,3510,16,0,0,1,19.080270588826394,0
0,0,3,289,52,3209,20,0.7458577417552996,15,1,0,1,0,1.6117297734822869,1
0,0,0,184,54,872,12,0.8041576502686636,8,0,0,1,1,1.359409557153668,1
1,1,62,2245,6059,1494,8390,0.4568235440838776,471,2,1,0,1,8.822412257781428,0
1,1,59,3475,7298,8215,387,0.24879790391566475,2042,13,1,0,0,6.400546976950258,0
1,0,93,2156,3115,3627,4643,0.4909700166757687,890,6,0,0,0,8.8092479372002,0
1,1,0,93,70,4324,2,0.8177374558688439,2,0,0,1,0,0.7142423186010056,1
1,0,33,17,43,1743,29,0.9861785731007762,5,0,0,1,1,0.6615006093410274,1
0,0,0,52,14,3655,2,0.9955911496861856,7,1,0,1,0,1.5965863944183734,1
0,0,39,151,15,1489,3,0.9515826662601887,9,0,0,0,0,0.6036187393253873,1
0,0,0,220,80,1746,7,0.9307669443514401,8,1,0,1,0,0.510826969370439,1
1,0,0,93,72,3462,27,0.8839875054662137,8,1,0,1,0,1.3079881846796024,1
1,1,72,1469,5204,1739,9684,0.3316290110743978,753,4,0,0,1,3.3927833269199636,0
1,1,31,338,57,1598,22,0.8862785702435293,16,0,0,1,1,0.5079497491440494,1
0,0,21,171,81,2271,37,0.764899833289248,0,1,0,0,1,1.6526816219003735,1
1,1,33,1568,9821,12167,2923,0.35049792910521316,2113,9,0,0,1,7.163381647162923,0
0,1,31,312,67,3606,2,0.7506575390111184,7,0,0,1,0,1.6981960399173521,1
1,0,36,133,17,1897,36,0.830504378302067,9,0,0,0,0,1.5900230738569407,1
1,1,6,363,49,2902,31,0.9250085236426573,5,1,0,1,0,0.43391249172775903,1
1,1,98,824,9026,14496,2516,0.27441931918903517,4691,5,0,0,1,10.213528646587617,0
0,1,21,143,75,2249,49,0.9003281774809458,13,1,0,0,0,0.04993244424011434,1
0,1,96,2036,8105,9374,1828,0.4013251727517029,2192,8,0,0,1,15.668615257969105,0
1,0,2,102,18,4053,17,0.9633673477123983,18,0,0,1,0,1.088978195921699,1
1,0,150,943,1334,2310,9330,0.29296944063789154,3982,6,0,0,1,14.520319758638045,0
1,1,45,2887,4587,4823,7572,0.4320731866470776,3634,15,0,0,1,16.664132878263736,0
1,1,0,124,78,4633,7,0.908714287854925,15,1,0,1,1,0.21893772010890777,1
1,1,0,212,19,3644,38,0.9618578264696993,18,1,0,0,1,1.347403467084313,1
0,1,35,172,50,4049,37,0.8770692000607261,18,0,0,0,1,0.2736372618379228,1
1,0,23,228,84,3257,0,0.7627111112157766,11,1,0,1,1,0.9005536208831815,1
0,0,35,252,98,2461,17,0.9975088220117355,0,0,0,1,1,0.9056274284218335,1
0,0,48,344,58,4150,10,0.7407367141191811,13,1,0,1,0,0.7908685359858287,1
0,0,39,177,89,3651,46,0.91520882591091,3,1,0,1,0,1.9334122800369211,1
0,1,14,318,59,4976,46,0.8778755199495345,6,0,0,1,0,1.3042464910608758,1
1,1,33,621,3727,1821,1523,0.10606967961856868,3040,11,0,0,1,7.087432344770499,0
0,0,48,51,53,3854,26,0.9384433910624945,0,1,0,1,1,0.46037053648311055,1
1,1,105,497,6397,364,9977,0.2616593727108225,1710,9,0,0,1,14.31927635098215,0
1,0,0,51,28,4033,39,0.9521318895941269,10,0,0,0,0,0.3310410207345795,1
0,0,37,79,31,3494,10,0.9049886129819515,1,1,0,1,1,0.20438723938743797,1
0,0,10,57,7,701,16,0.7309364087224227,4,1,0,1,1,1.4091088560548906,1
1,1,107,448,8085,14481,6683,0.1260799066824602,1592,12,0,1,0,12.6859881608749,0
0,0,0,120,96,2776,1,0.8191814418521379,8,1,0,1,0,1.9316646394366652,1
1,1,0,23,41,3219,42,0.768587548457477,6,0,0,0,0,1.5132716075698693,1
